Date,Region,Product,Quantity Sold,Unit Price,Total Sales
2023-04-19,North,Widget C,20,69.05,1381.0
2023-04-19,North,Widget D,4,19.04,76.16
2023-04-19,South,Widget A,1,88.13,88.13
2023-04-19,South,Widget B,1,82.57,82.57
2023-04-19,South,Widget C,16,87.75,1404.0
2023-04-19,South,Widget D,9,97.0,873.0
2023-04-19,East,Widget A,3,28.64,85.92
2023-04-19,East,Widget B,9,25.17,226.53
2023-04-19,East,Widget C,20,90.12,1802.4
2023-04-19,East,Widget D,8,21.89,175.12
2023-04-19,West,Widget A,7,54.67,382.69
2023-04-19,West,Widget B,1,93.92,93.92
2023-04-19,West,Widget C,18,48.14,866.52
2023-04-19,West,Widget D,2,66.57,133.14
2023-04-20,North,Widget A,18,67.3,1211.4
2023-04-20,North,Widget B,13,28.69,372.97
2023-04-20,North,Widget C,11,70.87,779.57
2023-04-20,North,Widget D,17,99.13,1685.21
2023-04-20,South,Widget A,11,96.51,1061.61
2023-04-20,South,Widget B,6,53.4,320.4
2023-04-20,South,Widget C,8,96.96,775.68
2023-04-20,South,Widget D,19,21.02,399.38
2023-04-20,East,Widget A,8,51.32,410.56
2023-04-20,East,Widget B,5,42.52,212.6
2023-04-20,East,Widget C,4,42.86,171.44
2023-04-20,East,Widget D,2,36.02,72.04
2023-04-20,West,Widget A,7,30.09,210.63
2023-04-20,West,Widget B,2,19.72,39.44
2023-04-20,West,Widget C,7,79.19,554.33
2023-04-20,West,Widget D,7,33.25,232.75
2023-04-21,North,Widget A,7,53.72,376.04
2023-04-21,North,Widget B,9,81.12,730.08
2023-04-21,North,Widget C,3,16.23,48.69
2023-04-21,North,Widget D,5,21.88,109.4
2023-04-21,South,Widget A,1,63.83,63.83
2023-04-21,South,Widget B,2,74.61,149.22
2023-04-21,South,Widget C,3,85.78,257.34
2023-04-21,South,Widget D,12,21.71,260.52
2023-04-21,East,Widget A,17,46.9,797.3
2023-04-21,East,Widget B,3,12.59,37.77
2023-04-21,East,Widget C,16,43.85,701.6
2023-04-21,East,Widget D,18,98.08,1765.44
2023-04-21,West,Widget A,7,22.06,154.42
2023-04-21,West,Widget B,14,40.75,570.5
2023-04-21,West,Widget C,14,90.85,1271.9
2023-04-21,West,Widget D,8,66.42,531.36
2023-04-22,North,Widget A,17,62.91,1069.47
2023-04-22,North,Widget B,4,96.85,387.4
2023-04-22,North,Widget C,20,81.3,1626.0
2023-04-22,North,Widget D,3,69.31,207.93
2023-04-22,South,Widget A,10,30.45,304.5
2023-04-22,South,Widget B,11,64.37,708.07
2023-04-22,South,Widget C,17,62.19,1057.23
2023-04-22,South,Widget D,9,63.64,572.76
2023-04-22,East,Widget A,12,36.04,432.48
2023-04-22,East,Widget B,4,81.99,327.96
2023-04-22,East,Widget C,19,98.44,1870.36
2023-04-22,East,Widget D,1,79.22,79.22
2023-04-22,West,Widget A,10,92.47,924.7
2023-04-22,West,Widget B,16,40.45,647.2
2023-04-22,West,Widget C,18,36.28,653.04
2023-04-22,West,Widget D,4,48.72,194.88
2023-04-23,North,Widget A,15,32.73,490.95
2023-04-23,North,Widget B,2,18.71,37.42
2023-04-23,North,Widget C,9,47.97,431.73
2023-04-23,North,Widget D,19,40.63,771.97
2023-04-23,South,Widget A,19,49.85,947.15
2023-04-23,South,Widget B,20,28.85,577.0
2023-04-23,South,Widget C,10,20.11,201.1
2023-04-23,South,Widget D,9,48.62,437.58
2023-04-23,East,Widget A,1,14.81,14.81
2023-04-23,East,Widget B,9,64.03,576.27
2023-04-23,East,Widget C,17,29.48,501.16
2023-04-23,East,Widget D,20,31.73,634.6
2023-04-23,West,Widget A,12,60.6,727.2
2023-04-23,West,Widget B,11,39.23,431.53
2023-04-23,West,Widget C,7,21.74,152.18
2023-04-23,West,Widget D,4,50.87,203.48
2023-04-24,North,Widget A,14,18.26,255.64
2023-04-24,North,Widget B,19,33.0,627.0
2023-04-24,North,Widget C,4,90.28,361.12
2023-04-24,North,Widget D,5,23.48,117.4
2023-04-24,South,Widget A,2,53.7,107.4
2023-04-24,South,Widget B,8,31.08,248.64
2023-04-24,South,Widget C,17,38.51,654.67
2023-04-24,South,Widget D,10,72.91,729.1
2023-04-24,East,Widget A,17,23.13,393.21
2023-04-24,East,Widget B,5,82.63,413.15
2023-04-24,East,Widget C,12,69.92,839.04
2023-04-24,East,Widget D,20,50.64,1012.8
2023-04-24,West,Widget A,12,31.13,373.56
2023-04-24,West,Widget B,17,71.54,1216.18
2023-04-24,West,Widget C,15,38.47,577.05
2023-04-24,West,Widget D,5,25.27,126.35
2023-04-25,North,Widget A,2,97.99,195.98
2023-04-25,North,Widget B,6,67.96,407.76
2023-04-25,North,Widget C,8,77.54,620.32
2023-04-25,North,Widget D,15,60.38,905.7
2023-04-25,South,Widget A,17,54.84,932.28
2023-04-25,South,Widget B,8,73.02,584.16
2023-04-25,South,Widget C,12,30.73,368.76
2023-04-25,South,Widget D,4,64.85,259.4
2023-04-25,East,Widget A,4,54.61,218.44
2023-04-25,East,Widget B,17,10.87,184.79
2023-04-25,East,Widget C,7,58.71,410.97
2023-04-25,East,Widget D,16,19.38,310.08
2023-04-25,West,Widget A,6,94.12,564.72
2023-04-25,West,Widget B,9,78.81,709.29
2023-04-25,West,Widget C,14,26.57,371.98
2023-04-25,West,Widget D,3,98.06,294.18
2023-04-26,North,Widget A,19,81.09,1540.71
2023-04-26,North,Widget B,4,65.22,260.88
2023-04-26,North,Widget C,3,86.36,259.08
2023-04-26,North,Widget D,6,79.67,478.02
2023-04-26,South,Widget A,10,66.99,669.9
2023-04-26,South,Widget B,3,17.71,53.13
2023-04-26,South,Widget C,16,45.07,721.12
2023-04-26,South,Widget D,5,72.11,360.55
2023-04-26,East,Widget A,9,74.82,673.38
2023-04-26,East,Widget B,6,86.5,519.0
2023-04-26,East,Widget C,18,28.53,513.54
2023-04-26,East,Widget D,8,46.72,373.76
2023-04-26,West,Widget A,19,36.86,700.34
2023-04-26,West,Widget B,2,62.23,124.46
2023-04-26,West,Widget C,11,53.42,587.62
2023-04-26,West,Widget D,17,38.13,648.21
2023-04-27,North,Widget A,1,58.45,58.45
2023-04-27,North,Widget B,10,79.9,799.0
2023-04-27,North,Widget C,7,15.88,111.16
2023-04-27,North,Widget D,15,87.39,1310.85
2023-04-27,South,Widget A,9,43.48,391.32
2023-04-27,South,Widget B,15,82.21,1233.15
2023-04-27,South,Widget C,4,96.51,386.04
2023-04-27,South,Widget D,2,80.8,161.6
2023-04-27,East,Widget A,6,16.34,98.04
2023-04-27,East,Widget B,8,87.92,703.36
2023-04-27,East,Widget C,11,42.11,463.21
2023-04-27,East,Widget D,15,95.25,1428.75
2023-04-27,West,Widget A,20,48.93,978.6
2023-04-27,West,Widget B,17,30.83,524.11
2023-04-27,West,Widget C,17,54.04,918.68
2023-04-27,West,Widget D,10,39.67,396.7
2023-04-28,North,Widget A,18,43.52,783.36
2023-04-28,North,Widget B,8,36.28,290.24
2023-04-28,North,Widget C,3,18.0,54.0
2023-04-28,North,Widget D,10,24.83,248.3
2023-04-28,South,Widget A,2,68.82,137.64
2023-04-28,South,Widget B,1,80.58,80.58
2023-04-28,South,Widget C,15,60.34,905.1
2023-04-28,South,Widget D,18,66.33,1193.94
2023-04-28,East,Widget A,8,95.61,764.88
2023-04-28,East,Widget B,20,42.27,845.4
2023-04-28,East,Widget C,17,38.8,659.6
2023-04-28,East,Widget D,20,20.98,419.6
2023-04-28,West,Widget A,5,57.4,287.0
2023-04-28,West,Widget B,10,89.36,893.6
2023-04-28,West,Widget C,13,36.73,477.49
2023-04-28,West,Widget D,10,41.35,413.5
2023-04-29,North,Widget A,14,55.62,778.68
2023-04-29,North,Widget B,19,52.58,999.02
2023-04-29,North,Widget C,19,17.5,332.5
2023-04-29,North,Widget D,20,74.25,1485.0
2023-04-29,South,Widget A,7,64.44,451.08
2023-04-29,South,Widget B,7,43.75,306.25
2023-04-29,South,Widget C,2,31.11,62.22
2023-04-29,South,Widget D,5,43.66,218.3
2023-04-29,East,Widget A,11,74.0,814.0
2023-04-29,East,Widget B,11,99.79,1097.69
2023-04-29,East,Widget C,13,20.68,268.84
2023-04-29,East,Widget D,14,37.24,521.36
2023-04-29,West,Widget A,14,35.68,499.52
2023-04-29,West,Widget B,7,82.91,580.37
2023-04-29,West,Widget C,6,84.03,504.18
2023-04-29,West,Widget D,10,40.07,400.7
2023-04-30,North,Widget A,16,77.6,1241.6
2023-04-30,North,Widget B,4,41.17,164.68
2023-04-30,North,Widget C,7,70.72,495.04
2023-04-30,North,Widget D,5,87.41,437.05
2023-04-30,South,Widget A,8,10.07,80.56
2023-04-30,South,Widget B,7,47.59,333.13
2023-04-30,South,Widget C,15,17.75,266.25
2023-04-30,South,Widget D,5,83.44,417.2
2023-04-30,East,Widget A,3,69.59,208.77
2023-04-30,East,Widget B,5,60.7,303.5
2023-04-30,East,Widget C,2,97.46,194.92
2023-04-30,East,Widget D,7,34.71,242.97
2023-04-30,West,Widget A,11,19.68,216.48
2023-04-30,West,Widget B,19,33.11,629.09
2023-04-30,West,Widget C,2,72.49,144.98
2023-04-30,West,Widget D,17,60.83,1034.11
2023-05-01,North,Widget A,7,83.25,582.75
2023-05-01,North,Widget B,3,56.26,168.78
2023-05-01,North,Widget C,2,51.08,102.16
2023-05-01,North,Widget D,13,64.79,842.27
2023-05-01,South,Widget A,3,25.63,76.89
2023-05-01,South,Widget B,2,24.61,49.22
2023-05-01,South,Widget C,1,74.96,74.96
2023-05-01,South,Widget D,4,93.5,374.0
2023-05-01,East,Widget A,15,95.04,1425.6
2023-05-01,East,Widget B,19,54.48,1035.12
2023-05-01,East,Widget C,12,81.27,975.24
2023-05-01,East,Widget D,13,30.47,396.11
2023-05-01,West,Widget A,4,72.49,289.96
2023-05-01,West,Widget B,11,27.33,300.63
2023-05-01,West,Widget C,12,83.29,999.48
2023-05-01,West,Widget D,7,91.22,638.54
2023-05-02,North,Widget A,5,74.98,374.9
2023-05-02,North,Widget B,20,44.93,898.6
2023-05-02,North,Widget C,18,20.18,363.24
2023-05-02,North,Widget D,14,80.94,1133.16
2023-05-02,South,Widget A,14,22.77,318.78
2023-05-02,South,Widget B,20,62.86,1257.2
2023-05-02,South,Widget C,14,91.24,1277.36
2023-05-02,South,Widget D,1,66.46,66.46
2023-05-02,East,Widget A,19,98.06,1863.14
2023-05-02,East,Widget B,1,71.49,71.49
2023-05-02,East,Widget C,5,27.36,136.8
2023-05-02,East,Widget D,6,48.5,291.0
2023-05-02,West,Widget A,15,77.74,1166.1
2023-05-02,West,Widget B,7,99.26,694.82
2023-05-02,West,Widget C,13,94.12,1223.56
2023-05-02,West,Widget D,17,52.9,899.3
2023-05-03,North,Widget A,3,53.14,159.42
2023-05-03,North,Widget B,8,55.64,445.12
2023-05-03,North,Widget C,9,78.71,708.39
2023-05-03,North,Widget D,1,36.89,36.89
2023-05-03,South,Widget A,16,13.99,223.84
2023-05-03,South,Widget B,11,97.75,1075.25
2023-05-03,South,Widget C,17,27.79,472.43
2023-05-03,South,Widget D,5,77.04,385.2
2023-05-03,East,Widget A,15,74.08,1111.2
2023-05-03,East,Widget B,14,92.52,1295.28
2023-05-03,East,Widget C,10,96.39,963.9
2023-05-03,East,Widget D,10,45.12,451.2
2023-05-03,West,Widget A,5,72.31,361.55
2023-05-03,West,Widget B,14,15.03,210.42
2023-05-03,West,Widget C,13,87.76,1140.88
2023-05-03,West,Widget D,1,26.03,26.03
2023-05-04,North,Widget A,2,71.37,142.74
2023-05-04,North,Widget B,20,34.15,683.0
2023-05-04,North,Widget C,19,98.09,1863.71
2023-05-04,North,Widget D,16,76.25,1220.0
2023-05-04,South,Widget A,16,38.28,612.48
2023-05-04,South,Widget B,7,80.15,561.05
2023-05-04,South,Widget C,8,81.87,654.96
2023-05-04,South,Widget D,9,33.33,299.97
2023-05-04,East,Widget A,16,24.82,397.12
2023-05-04,East,Widget B,9,94.4,849.6
2023-05-04,East,Widget C,2,93.18,186.36
2023-05-04,East,Widget D,16,49.01,784.16
2023-05-04,West,Widget A,13,52.84,686.92
2023-05-04,West,Widget B,4,73.22,292.88
2023-05-04,West,Widget C,20,43.44,868.8
2023-05-04,West,Widget D,6,23.25,139.5
2023-05-05,North,Widget A,20,71.5,1430.0
2023-05-05,North,Widget B,6,24.66,147.96
2023-05-05,North,Widget C,15,11.83,177.45
2023-05-05,North,Widget D,13,64.17,834.21
2023-05-05,South,Widget A,11,23.96,263.56
2023-05-05,South,Widget B,20,28.28,565.6
2023-05-05,South,Widget C,4,44.67,178.68
2023-05-05,South,Widget D,17,92.83,1578.11
2023-05-05,East,Widget A,1,88.86,88.86
2023-05-05,East,Widget B,20,47.29,945.8
2023-05-05,East,Widget C,16,91.86,1469.76
2023-05-05,East,Widget D,4,50.82,203.28
2023-05-05,West,Widget A,7,38.16,267.12
2023-05-05,West,Widget B,7,23.0,161.0
2023-05-05,West,Widget C,20,40.08,801.6
2023-05-05,West,Widget D,9,67.73,609.57
2023-05-06,North,Widget A,1,97.2,97.2
2023-05-06,North,Widget B,12,33.61,403.32
2023-05-06,North,Widget C,16,70.4,1126.4
2023-05-06,North,Widget D,11,70.02,770.22
2023-05-06,South,Widget A,8,68.92,551.36
2023-05-06,South,Widget B,6,55.26,331.56
2023-05-06,South,Widget C,16,97.24,1555.84
2023-05-06,South,Widget D,20,27.99,559.8
2023-05-06,East,Widget A,15,31.6,474.0
2023-05-06,East,Widget B,6,88.21,529.26
2023-05-06,East,Widget C,7,75.83,530.81
2023-05-06,East,Widget D,15,86.7,1300.5
2023-05-06,West,Widget A,12,88.24,1058.88
2023-05-06,West,Widget B,13,88.05,1144.65
2023-05-06,West,Widget C,17,16.5,280.5
2023-05-06,West,Widget D,13,69.54,904.02
2023-05-07,North,Widget A,7,50.15,351.05
2023-05-07,North,Widget B,8,95.79,766.32
2023-05-07,North,Widget C,8,52.58,420.64
2023-05-07,North,Widget D,11,99.88,1098.68
2023-05-07,South,Widget A,4,51.57,206.28
2023-05-07,South,Widget B,19,30.1,571.9
2023-05-07,South,Widget C,12,66.01,792.12
2023-05-07,South,Widget D,19,10.97,208.43
2023-05-07,East,Widget A,5,18.93,94.65
2023-05-07,East,Widget B,17,53.67,912.39
2023-05-07,East,Widget C,16,43.58,697.28
2023-05-07,East,Widget D,7,96.28,673.96
2023-05-07,West,Widget A,15,23.04,345.6
2023-05-07,West,Widget B,20,52.17,1043.4
2023-05-07,West,Widget C,12,61.53,738.36
2023-05-07,West,Widget D,20,79.8,1596.0
2023-05-08,North,Widget A,2,90.56,181.12
2023-05-08,North,Widget B,5,45.62,228.1
2023-05-08,North,Widget C,4,93.27,373.08
2023-05-08,North,Widget D,14,85.61,1198.54
2023-05-08,South,Widget A,4,11.94,47.76
2023-05-08,South,Widget B,2,16.06,32.12
2023-05-08,South,Widget C,10,37.38,373.8
2023-05-08,South,Widget D,14,64.21,898.94
2023-05-08,East,Widget A,15,22.06,330.9
2023-05-08,East,Widget B,2,37.39,74.78
2023-05-08,East,Widget C,5,12.28,61.4
2023-05-08,East,Widget D,4,73.04,292.16
2023-05-08,West,Widget A,4,65.48,261.92
2023-05-08,West,Widget B,6,17.34,104.04
2023-05-08,West,Widget C,13,81.92,1064.96
2023-05-08,West,Widget D,20,80.32,1606.4
2023-05-09,North,Widget A,15,29.63,444.45
2023-05-09,North,Widget B,15,49.39,740.85
2023-05-09,North,Widget C,11,69.8,767.8
2023-05-09,North,Widget D,1,73.32,73.32
2023-05-09,South,Widget A,5,46.37,231.85
2023-05-09,South,Widget B,8,83.05,664.4
2023-05-09,South,Widget C,15,84.03,1260.45
2023-05-09,South,Widget D,11,37.14,408.54
2023-05-09,East,Widget A,10,65.92,659.2
2023-05-09,East,Widget B,15,75.64,1134.6
2023-05-09,East,Widget C,9,81.86,736.74
2023-05-09,East,Widget D,17,39.37,669.29
2023-05-09,West,Widget A,1,77.53,77.53
2023-05-09,West,Widget B,19,86.83,1649.77
2023-05-09,West,Widget C,4,15.68,62.72
2023-05-09,West,Widget D,14,50.15,702.1
2023-05-10,North,Widget A,15,50.42,756.3
2023-05-10,North,Widget B,14,55.31,774.34
2023-05-10,North,Widget C,4,57.36,229.44
2023-05-10,North,Widget D,19,37.37,710.03
2023-05-10,South,Widget A,16,88.27,1412.32
2023-05-10,South,Widget B,15,93.07,1396.05
2023-05-10,South,Widget C,13,64.86,843.18
2023-05-10,South,Widget D,1,77.72,77.72
2023-05-10,East,Widget A,15,24.17,362.55
2023-05-10,East,Widget B,7,50.23,351.61
2023-05-10,East,Widget C,16,18.82,301.12
2023-05-10,East,Widget D,11,56.89,625.79
2023-05-10,West,Widget A,10,47.79,477.9
2023-05-10,West,Widget B,6,73.62,441.72
2023-05-10,West,Widget C,11,62.23,684.53
2023-05-10,West,Widget D,8,54.19,433.52
2023-05-11,North,Widget A,3,93.58,280.74
2023-05-11,North,Widget B,20,85.88,1717.6
2023-05-11,North,Widget C,4,23.89,95.56
2023-05-11,North,Widget D,8,49.63,397.04
2023-05-11,South,Widget A,14,20.55,287.7
2023-05-11,South,Widget B,11,28.31,311.41
2023-05-11,South,Widget C,9,90.16,811.44
2023-05-11,South,Widget D,16,33.26,532.16
2023-05-11,East,Widget A,2,84.02,168.04
2023-05-11,East,Widget B,14,85.19,1192.66
2023-05-11,East,Widget C,9,72.7,654.3
2023-05-11,East,Widget D,17,95.1,1616.7
2023-05-11,West,Widget A,4,73.02,292.08
2023-05-11,West,Widget B,18,16.54,297.72
2023-05-11,West,Widget C,9,23.02,207.18
2023-05-11,West,Widget D,19,47.91,910.29
2023-05-12,North,Widget A,19,43.08,818.52
2023-05-12,North,Widget B,4,79.32,317.28
2023-05-12,North,Widget C,12,77.12,925.44
2023-05-12,North,Widget D,9,11.71,105.39
2023-05-12,South,Widget A,18,76.08,1369.44
2023-05-12,South,Widget B,14,10.37,145.18
2023-05-12,South,Widget C,13,19.53,253.89
2023-05-12,South,Widget D,4,92.0,368.0
2023-05-12,East,Widget A,6,43.18,259.08
2023-05-12,East,Widget B,2,72.71,145.42
2023-05-12,East,Widget C,13,70.36,914.68
2023-05-12,East,Widget D,3,62.18,186.54
2023-05-12,West,Widget A,11,10.51,115.61
2023-05-12,West,Widget B,12,71.11,853.32
2023-05-12,West,Widget C,20,91.12,1822.4
2023-05-12,West,Widget D,16,96.92,1550.72
2023-05-13,North,Widget A,19,21.43,407.17
2023-05-13,North,Widget B,6,11.07,66.42
2023-05-13,North,Widget C,5,36.21,181.05
2023-05-13,North,Widget D,18,33.71,606.78
2023-05-13,South,Widget A,3,60.63,181.89
2023-05-13,South,Widget B,4,57.73,230.92
2023-05-13,South,Widget C,17,12.37,210.29
2023-05-13,South,Widget D,17,47.43,806.31
2023-05-13,East,Widget A,2,10.6,21.2
2023-05-13,East,Widget B,9,54.35,489.15
2023-05-13,East,Widget C,18,44.35,798.3
2023-05-13,East,Widget D,4,84.11,336.44
2023-05-13,West,Widget A,6,48.68,292.08
2023-05-13,West,Widget B,19,58.43,1110.17
2023-05-13,West,Widget C,2,74.96,149.92
2023-05-13,West,Widget D,17,71.85,1221.45
2023-05-14,North,Widget A,15,79.32,1189.8
2023-05-14,North,Widget B,15,87.19,1307.85
2023-05-14,North,Widget C,6,33.34,200.04
2023-05-14,North,Widget D,15,98.18,1472.7
2023-05-14,South,Widget A,19,19.16,364.04
2023-05-14,South,Widget B,19,93.59,1778.21
2023-05-14,South,Widget C,4,41.22,164.88
2023-05-14,South,Widget D,12,40.34,484.08
2023-05-14,East,Widget A,20,67.39,1347.8
2023-05-14,East,Widget B,2,67.8,135.6
2023-05-14,East,Widget C,10,62.07,620.7
2023-05-14,East,Widget D,13,80.04,1040.52
2023-05-14,West,Widget A,11,12.36,135.96
2023-05-14,West,Widget B,9,12.82,115.38
2023-05-14,West,Widget C,16,34.09,545.44
2023-05-14,West,Widget D,15,74.07,1111.05
2023-05-15,North,Widget A,14,86.66,1213.24
2023-05-15,North,Widget B,11,61.04,671.44
2023-05-15,North,Widget C,11,79.69,876.59
2023-05-15,North,Widget D,20,36.85,737.0
2023-05-15,South,Widget A,18,93.99,1691.82
2023-05-15,South,Widget B,19,13.19,250.61
2023-05-15,South,Widget C,12,73.33,879.96
2023-05-15,South,Widget D,3,81.83,245.49
2023-05-15,East,Widget A,3,83.05,249.15
2023-05-15,East,Widget B,1,91.79,91.79
2023-05-15,East,Widget C,15,92.93,1393.95
2023-05-15,East,Widget D,18,98.89,1780.02
2023-05-15,West,Widget A,5,10.39,51.95
2023-05-15,West,Widget B,15,69.89,1048.35
2023-05-15,West,Widget C,14,73.83,1033.62
2023-05-15,West,Widget D,1,98.87,98.87
2023-05-16,North,Widget A,5,69.2,346.0
2023-05-16,North,Widget B,1,66.21,66.21
2023-05-16,North,Widget C,19,18.06,343.14
2023-05-16,North,Widget D,2,73.71,147.42
2023-05-16,South,Widget A,17,34.07,579.19
2023-05-16,South,Widget B,5,41.93,209.65
2023-05-16,South,Widget C,20,51.55,1031.0
2023-05-16,South,Widget D,19,97.01,1843.19
2023-05-16,East,Widget A,18,11.34,204.12
2023-05-16,East,Widget B,20,25.76,515.2
2023-05-16,East,Widget C,11,30.0,330.0
2023-05-16,East,Widget D,20,95.13,1902.6
2023-05-16,West,Widget A,13,71.45,928.85
2023-05-16,West,Widget B,2,61.76,123.52
2023-05-16,West,Widget C,5,72.28,361.4
2023-05-16,West,Widget D,7,58.62,410.34
2023-05-17,North,Widget A,1,47.38,47.38
2023-05-17,North,Widget B,18,48.63,875.34
2023-05-17,North,Widget C,13,90.99,1182.87
2023-05-17,North,Widget D,13,62.31,810.03
2023-05-17,South,Widget A,1,82.12,82.12
2023-05-17,South,Widget B,18,58.99,1061.82
2023-05-17,South,Widget C,13,56.05,728.65
2023-05-17,South,Widget D,2,66.24,132.48
2023-05-17,East,Widget A,12,25.66,307.92
2023-05-17,East,Widget B,11,39.16,430.76
2023-05-17,East,Widget C,10,74.95,749.5
2023-05-17,East,Widget D,8,40.38,323.04
2023-05-17,West,Widget A,10,85.83,858.3
2023-05-17,West,Widget B,19,20.22,384.18
2023-05-17,West,Widget C,12,78.78,945.36
2023-05-17,West,Widget D,5,86.58,432.9
2023-05-18,North,Widget A,9,20.42,183.78
2023-05-18,North,Widget B,2,41.36,82.72
2023-05-18,North,Widget C,20,54.96,1099.2
2023-05-18,North,Widget D,19,18.19,345.61
2023-05-18,South,Widget A,9,94.95,854.55
2023-05-18,South,Widget B,15,92.11,1381.65
2023-05-18,South,Widget C,2,32.66,65.32
2023-05-18,South,Widget D,10,47.89,478.9
2023-05-18,East,Widget A,5,32.53,162.65
2023-05-18,East,Widget B,4,23.3,93.2
2023-05-18,East,Widget C,19,45.05,855.95
2023-05-18,East,Widget D,16,46.93,750.88
2023-05-18,West,Widget A,5,74.91,374.55
2023-05-18,West,Widget B,11,20.42,224.62
2023-05-18,West,Widget C,9,82.12,739.08
2023-05-18,West,Widget D,16,77.15,1234.4
2023-05-19,North,Widget A,10,49.84,498.4
2023-05-19,North,Widget B,9,67.44,606.96
2023-05-19,North,Widget C,13,17.78,231.14
2023-05-19,North,Widget D,16,63.99,1023.84
2023-05-19,South,Widget A,16,31.44,503.04
2023-05-19,South,Widget B,9,74.88,673.92
2023-05-19,South,Widget C,1,75.82,75.82
2023-05-19,South,Widget D,11,83.39,917.29
2023-05-19,East,Widget A,7,96.82,677.74
2023-05-19,East,Widget B,9,52.57,473.13
2023-05-19,East,Widget C,6,23.71,142.26
2023-05-19,East,Widget D,5,80.98,404.9
2023-05-19,West,Widget A,5,62.91,314.55
2023-05-19,West,Widget B,19,66.66,1266.54
2023-05-19,West,Widget C,12,95.37,1144.44
2023-05-19,West,Widget D,4,28.76,115.04
2023-05-20,North,Widget A,7,80.85,565.95
2023-05-20,North,Widget B,16,27.38,438.08
2023-05-20,North,Widget C,7,23.54,164.78
2023-05-20,North,Widget D,17,20.87,354.79
2023-05-20,South,Widget A,8,19.51,156.08
2023-05-20,South,Widget B,5,42.19,210.95
2023-05-20,South,Widget C,16,54.19,867.04
2023-05-20,South,Widget D,18,72.5,1305.0
2023-05-20,East,Widget A,16,95.09,1521.44
2023-05-20,East,Widget B,13,73.93,961.09
2023-05-20,East,Widget C,19,85.87,1631.53
2023-05-20,East,Widget D,8,37.98,303.84
2023-05-20,West,Widget A,1,69.26,69.26
2023-05-20,West,Widget B,11,10.63,116.93
2023-05-20,West,Widget C,8,19.31,154.48
2023-05-20,West,Widget D,11,68.79,756.69
2023-05-21,North,Widget A,19,37.0,703.0
2023-05-21,North,Widget B,3,95.67,287.01
2023-05-21,North,Widget C,19,79.69,1514.11
2023-05-21,North,Widget D,15,73.99,1109.85
2023-05-21,South,Widget A,5,55.43,277.15
2023-05-21,South,Widget B,8,27.66,221.28
2023-05-21,South,Widget C,7,35.63,249.41
2023-05-21,South,Widget D,16,42.41,678.56
2023-05-21,East,Widget A,12,10.54,126.48
2023-05-21,East,Widget B,3,64.41,193.23
2023-05-21,East,Widget C,17,52.08,885.36
2023-05-21,East,Widget D,5,83.85,419.25
2023-05-21,West,Widget A,11,80.33,883.63
2023-05-21,West,Widget B,8,24.1,192.8
2023-05-21,West,Widget C,6,67.95,407.7
2023-05-21,West,Widget D,1,84.82,84.82
2023-05-22,North,Widget A,1,33.59,33.59
2023-05-22,North,Widget B,1,26.49,26.49
2023-05-22,North,Widget C,4,72.08,288.32
2023-05-22,North,Widget D,6,66.74,400.44
2023-05-22,South,Widget A,13,31.2,405.6
2023-05-22,South,Widget B,9,84.67,762.03
2023-05-22,South,Widget C,10,70.42,704.2
2023-05-22,South,Widget D,12,67.36,808.32
2023-05-22,East,Widget A,17,97.14,1651.38
2023-05-22,East,Widget B,5,21.14,105.7
2023-05-22,East,Widget C,13,64.99,844.87
2023-05-22,East,Widget D,19,50.2,953.8
2023-05-22,West,Widget A,4,43.77,175.08
2023-05-22,West,Widget B,11,75.43,829.73
2023-05-22,West,Widget C,4,71.37,285.48
2023-05-22,West,Widget D,2,55.52,111.04
2023-05-23,North,Widget A,15,90.66,1359.9
2023-05-23,North,Widget B,19,82.99,1576.81
2023-05-23,North,Widget C,1,37.34,37.34
2023-05-23,North,Widget D,7,85.29,597.03
2023-05-23,South,Widget A,19,35.36,671.84
2023-05-23,South,Widget B,16,47.73,763.68
2023-05-23,South,Widget C,15,95.78,1436.7
2023-05-23,South,Widget D,14,16.28,227.92
2023-05-23,East,Widget A,15,24.33,364.95
2023-05-23,East,Widget B,11,93.64,1030.04
2023-05-23,East,Widget C,4,85.31,341.24
2023-05-23,East,Widget D,16,38.82,621.12
2023-05-23,West,Widget A,13,49.84,647.92
2023-05-23,West,Widget B,7,25.32,177.24
2023-05-23,West,Widget C,17,66.07,1123.19
2023-05-23,West,Widget D,4,69.08,276.32
2023-05-24,North,Widget A,7,84.3,590.1
2023-05-24,North,Widget B,10,13.9,139.0
2023-05-24,North,Widget C,1,93.93,93.93
2023-05-24,North,Widget D,10,32.3,323.0
2023-05-24,South,Widget A,16,71.44,1143.04
2023-05-24,South,Widget B,18,15.3,275.4
2023-05-24,South,Widget C,17,29.57,502.69
2023-05-24,South,Widget D,17,18.76,318.92
2023-05-24,East,Widget A,13,54.86,713.18
2023-05-24,East,Widget B,19,25.96,493.24
2023-05-24,East,Widget C,1,22.27,22.27
2023-05-24,East,Widget D,8,37.04,296.32
2023-05-24,West,Widget A,1,21.06,21.06
2023-05-24,West,Widget B,17,39.75,675.75
2023-05-24,West,Widget C,9,84.89,764.01
2023-05-24,West,Widget D,6,39.02,234.12
2023-05-25,North,Widget A,7,12.87,90.09
2023-05-25,North,Widget B,8,88.42,707.36
2023-05-25,North,Widget C,7,76.5,535.5
